,Transacton_Id,Account_no,Time_stamp,Amount,Transaction_mode
964,b74ee5e364fd0ad,1080523633135610,2021-09-25 04:14:51,-36100,NEFT
965,200849c46c33a74,1051915025445600,2022-04-27 05:52:00,-44425,NEFT
966,14872ecc6cb9f7c,1056704355664580,2021-01-19 00:39:42,-57925,Wire Transfer
967,1e58a729e849a48,1031635809796830,2021-02-17 18:24:48,-53425,Wire Transfer
968,24d4cedd560b5be,1040297883493660,2021-12-03 21:43:35,+7075,Wire Transfer
969,f3784fddd161175,1014178859814210,2022-02-12 15:09:04,-4375,NEFT
970,6ec1775c5a56771,1095437383588470,2021-09-22 07:43:28,-5275,NEFT
971,c05630aa3535aed,1023804794087590,2022-07-04 18:56:28,-17650,Wire Transfer
972,297541f4ec11f11,1047353136503590,2021-02-26 13:34:41,-28000,RTGS
973,12518383aaa572b,1018694716874050,2021-01-01 06:53:53,+55900,Cheque
974,2e6588b722c8a72,1058574224973870,2021-05-09 15:06:32,-14275,RTGS
975,3ee6579050d0c45,1089989201660840,2022-05-05 22:20:08,+30925,RTGS
976,a89362da6358e55,1058175995338280,2022-09-16 03:48:32,+1225,Cheque
977,2faf1eb424cb7ae,1056754156842410,2021-09-12 18:57:42,-53875,Wire Transfer
978,09efe7b8307982b,1088188572429540,2022-07-08 07:20:00,-2575,RTGS
979,a37951e8f752189,1030634528973530,2022-08-30 16:50:55,+16750,Wire Transfer
980,3450247d677b928,1093656823966530,2021-09-08 18:28:28,-42175,Cheque
981,9c98a5caf93c188,1047129613578630,2022-06-11 01:47:07,-34300,Cheque
982,28b8626cb5e415c,1083730976806120,2021-09-19 19:31:00,+56350,Wire Transfer
983,7333bb88267b557,1053665764176960,2022-05-27 19:23:31,-53425,Wire Transfer
984,1a8e817bc3df1ba,1045654566951450,2022-05-29 04:14:38,+57025,NEFT
985,7501286114adea5,1045161388687390,2021-12-10 18:28:44,+52075,Wire Transfer
986,97036919ad1b577,1017191900652610,2021-06-04 13:06:26,-1450,RTGS
987,baf8a7f07cf6415,1097385046747890,2021-12-22 23:25:00,+3925,NEFT
988,4bd7cd44c1a1d45,1023091996228250,2021-09-07 18:09:24,-10225,NEFT
989,4fccd53a4e6df43,1051226341670380,2021-09-03 18:06:02,-36325,Wire Transfer
990,72ff1ceacdbb59e,1066026087506560,2021-07-26 01:38:51,-9100,RTGS
991,295ba7916321d74,1052522152784900,2021-06-18 06:32:42,-10675,RTGS
992,bdfdbe9a34c42e5,1030719557588530,2022-02-14 03:52:19,-23275,NEFT
993,5a358b47744550b,1070780243182780,2022-05-12 22:58:24,+35425,Cheque
994,7e92ec5f7e9db63,1074320738633140,2022-08-30 01:40:36,-5500,Cheque
995,dabae0f1c0ad23c,1041365509387020,2021-03-22 06:32:11,-44650,Cheque
996,ce8a80fa034828c,1050529763131570,2022-02-21 02:44:06,-34075,Wire Transfer
997,615859f083dab89,1079785913119540,2021-11-19 12:56:20,+49375,RTGS
998,0a93a8a593ec0b9,1054478234192320,2022-04-14 08:47:53,+6400,Wire Transfer
999,9eeb115fa0a8711,1084379479705630,2022-06-02 19:58:16,+4150,Wire Transfer
1000,64676c10e3a4c33,1021591374881910,2022-09-26 23:34:38,+2350,NEFT
1001,fc8efacdc6d57be,1070140180353410,2021-05-27 10:54:06,+54100,Cheque
1002,f46298032abf18a,1053001062300140,2021-01-23 17:59:09,-40600,RTGS
1003,37994af00f86562,1074182581872460,2022-02-28 13:33:41,-29800,Wire Transfer
1004,10f4bca3e3305ef,1054248217444550,2021-04-10 04:32:38,+51850,Cheque
1005,64588352cfc5b9f,1040645907467710,2022-04-29 05:54:21,+41500,Cheque
1006,68218366ac5a978,1076755485458210,2022-09-12 20:01:48,-9775,NEFT
1007,133e0065ecb4a87,1092158871740460,2022-08-17 11:48:03,-21925,Wire Transfer
1008,b5bd804b6809e43,1034180401361400,2021-02-11 01:56:17,+24400,Cheque
1009,c197d7e3f955674,1086121597566310,2021-07-17 13:12:25,-43750,Wire Transfer
1010,bee3d3d0b0b01b7,1036692927216500,2021-02-20 07:26:12,+25975,RTGS
1011,89052ae86694140,1081343004969060,2021-12-03 15:10:55,+19675,RTGS
1012,e31356afb79877d,1032552828526210,2021-03-01 06:16:24,+34075,NEFT
1013,131dc57112bedf9,1068876104157180,2021-01-13 23:37:16,+9550,Wire Transfer
1014,483d8ddc311aa3a,1033164209329320,2021-09-05 15:15:24,-29800,NEFT
1015,7744a7298504418,1096444924860560,2021-08-08 15:12:30,-53200,RTGS
1016,2b7005f9fbc44f6,1086395321718400,2021-02-19 03:10:45,+15850,Wire Transfer
1017,c85ae70a9b70732,1059081813098300,2022-08-28 02:54:55,-16750,RTGS
1018,91c336a8f2eb3bc,1047137146401200,2022-09-11 00:52:12,+25300,Wire Transfer
1019,ec1cc3b59fa470b,1075000185956770,2021-08-22 05:56:27,+30925,RTGS
1020,f43d1d82b25d80d,1078044444521040,2022-03-17 18:49:26,-2800,NEFT
1021,ee28be30b8b29eb,1091755038500510,2021-05-08 19:39:57,+3700,NEFT
1022,0f8af1c12f5ea49,1054705292763970,2021-03-19 06:54:04,+52750,Cheque
1023,0e573f3b6fc57b3,1073867561865850,2021-07-04 10:15:21,+6625,Wire Transfer
1024,2dc65f8236e056d,1020165663270800,2021-03-04 20:02:16,-59725,RTGS
1025,cf202d2416b5dc9,1070850008427100,2022-05-03 10:29:12,+48025,NEFT
1026,2723d5402214857,1023511719654490,2021-01-31 21:13:30,+15400,Cheque
1027,cff3daa8f138a10,1042502064414650,2021-05-23 13:13:36,+24175,RTGS
1028,7645b9938914814,1061557023724090,2021-05-22 13:05:20,+49150,Wire Transfer
1029,6588d8847fa539b,1070804558415620,2021-12-30 00:02:46,-35425,Cheque
1030,8bf134c71826d7c,1092899340827420,2022-05-24 21:30:05,-53875,NEFT
1031,7095ad2723b8615,1038316676135050,2021-09-14 08:59:01,+57025,Wire Transfer
1032,b905ebb9d5ba891,1047674331130740,2022-05-16 19:23:03,+550,Cheque
1033,c6d069ea5133ee8,1029018825705590,2021-06-09 03:02:51,+26425,Cheque
1034,7b1c81eb4a4469d,1046491549125440,2022-03-24 21:24:18,-41725,Wire Transfer
1035,18379877167a05b,1015204420284700,2022-08-06 06:23:38,-46450,NEFT
1036,46d352fe3aa5811,1023521043185750,2021-01-15 19:27:32,-45550,Wire Transfer
1037,3085a83de6311b1,1055271660234660,2022-02-20 13:26:46,-3475,Cheque
1038,3dae1c67e6e872e,1069327133770840,2022-06-19 17:25:51,-14050,Cheque
1039,db69adcd3e44b6e,1036631447902820,2022-08-28 09:37:58,+25075,Cheque
1040,800c41eaded7d5e,1081562409551890,2022-06-21 16:43:14,+26200,Wire Transfer
1041,d136e09dfd925de,1049573301731500,2021-09-23 10:47:41,+53425,NEFT
1042,0861218dac47cc2,1077515125467640,2022-08-11 22:53:26,-17200,NEFT
1043,588acf75ec9d1ed,1032052622042710,2021-04-03 09:36:20,+57025,NEFT
1044,f70f3ebdab5ab61,1073206240079230,2022-04-30 15:25:31,+19225,Cheque
1045,b49e3cb56cf15bc,1049419564140960,2021-03-30 10:53:39,+28225,Wire Transfer
1046,499ad433ee1ee44,1059441927480720,2021-07-22 07:03:46,-40825,RTGS
1047,c8e66137e8f0745,1073890461217040,2021-07-14 15:38:00,+26200,Cheque
1048,dc66a089e4f4529,1021054866703200,2021-12-18 10:49:21,+41275,Cheque
1049,47eb97bafb59d61,1098124230148490,2021-04-13 13:32:53,+6400,RTGS
1050,af5850b61a81155,1098201023611900,2021-08-21 13:45:58,-58825,Cheque
1051,6007deccd5434fb,1071937365552730,2022-05-05 14:16:29,-52975,Wire Transfer
1052,fda475a951ad7c0,1088554892641650,2022-03-31 06:56:36,-30925,Cheque
1053,556f06e7880f34a,1062775197104220,2022-02-25 04:21:34,-1900,Wire Transfer
1054,02bf96907186f31,1012857457694240,2021-05-05 07:05:33,-25075,Wire Transfer
1055,f575f630245e52f,1041638413828860,2022-07-25 13:38:46,+31600,NEFT
1056,d0724940cf92a6e,1024072464759390,2021-07-15 20:54:11,+14950,Cheque
1057,76d09909b35337e,1049835107659940,2022-04-05 01:36:20,-1900,NEFT
1058,9a8d9bb586af45b,1068928851291160,2021-06-17 06:20:10,+48475,NEFT
1059,5713486f9783931,1058775800083520,2021-03-31 01:46:36,-58375,NEFT
1060,b3dd21a41ebd573,1016759256813330,2021-10-22 14:07:02,+58150,Cheque
1061,319cc4741a557e7,1082270168792570,2021-04-02 13:36:00,-21925,NEFT
1062,d7da4cd84523e71,1077898149663260,2022-06-02 14:36:22,+3025,Cheque
1063,67bbdcfce504eb0,1069117398852880,2021-06-14 14:28:16,+58150,Cheque
1064,d52d82903ecc71e,1078027764997830,2021-02-23 09:47:50,+46450,Cheque
1065,f9b4f79bd03237f,1068279570262200,2022-08-17 19:42:20,+11575,Wire Transfer
1066,5200a6e57901af4,1042521652481580,2021-04-24 12:20:44,-21475,Cheque
1067,31c0d407209be5a,1026097563633430,2021-09-08 16:43:29,-21025,NEFT
1068,b72617fbc48cd3c,1068464629340250,2021-01-31 02:42:34,-37900,NEFT
1069,1866098979ca3b9,1033006913203470,2022-06-18 12:00:08,-21700,RTGS
1070,8a70d5cff280216,1022294709858870,2021-11-21 04:51:35,+56350,Wire Transfer
1071,1e32291364b58e9,1052259803100530,2021-12-31 17:20:23,-12925,Cheque
1072,e5d6881ee5d5d92,1077279995083840,2021-10-09 03:10:12,+100,NEFT
1073,e24c79e5fd6c0b7,1097231809620880,2021-08-05 16:47:59,+25750,Cheque
1074,ecaf5f9ebcf0763,1079477834912650,2021-12-14 01:38:41,+15625,Wire Transfer
1075,b5330467030f7b2,1026916673955560,2021-06-14 23:01:03,-36325,Cheque
1076,6bfab5f123a518b,1014154647029850,2021-03-30 15:56:26,+10450,Wire Transfer
1077,5cef2212293bc78,1039162542612700,2021-01-08 20:09:37,-29125,NEFT
1078,56b7a1e0c8fe08e,1059318245034080,2022-06-07 18:02:26,-31600,Wire Transfer
1079,6c4dba2c1f00dd7,1076755485458210,2022-05-25 08:21:03,+21925,RTGS
1080,93c3e0b35b455f4,1026795592406370,2021-10-26 22:24:56,+4600,Wire Transfer
1081,f5e59fd747a9bc5,1047899204294550,2021-10-26 07:24:02,+22150,NEFT
1082,762841b46cae45b,1085466770035360,2021-05-14 09:25:31,+53875,Wire Transfer
1083,fb8c38224350377,1098243897698390,2022-04-24 04:33:32,+48700,Cheque
1084,ffb81e1f5f1c4d8,1018622631454290,2021-04-24 06:39:24,+58600,RTGS
1085,366d27d928093c5,1038807383053010,2022-05-30 16:29:42,-14950,RTGS
1086,6b9852c92857215,1082896206542950,2022-04-15 03:00:36,-56350,Cheque
1087,782cafb8e3ff292,1023242110524150,2021-03-03 20:54:48,-46675,Cheque
1088,709ca0e8cb8b728,1066803440982080,2022-06-18 12:41:13,-54550,RTGS
1089,6fa91aa5112ca94,1043575442129470,2021-09-01 19:21:15,+23725,Wire Transfer
1090,8f1eea0555ed532,1066109205215590,2022-07-30 18:18:41,+8650,NEFT
1091,1481dbba48091f4,1082270168792570,2021-11-19 16:01:54,+16750,Wire Transfer
1092,c992a3de9103192,1030378035060190,2022-02-17 02:06:44,+46675,Cheque
1093,d06aabdae7673fc,1093260494873850,2022-03-13 04:29:57,-16525,Cheque
1094,576ee658a65e41c,1091925932085630,2021-08-23 01:10:21,+7975,RTGS
1095,45bd05d3cd7fcd1,1019498594500150,2021-03-20 03:04:15,-37000,NEFT
1096,8e9cc5ea10bbaf7,1083599277941650,2022-05-03 10:42:24,-100,NEFT
1097,e7c31e516c42e95,1017969914612930,2022-01-26 19:32:45,+28450,Wire Transfer
1098,3c62b9f1bc5aa32,1055513640100390,2021-02-19 17:03:32,+19900,Cheque
1099,dd4fa55a0ccc5ea,1045654566951450,2021-06-27 23:45:42,+34300,NEFT
1100,1c01e358ab83c29,1050390829554010,2021-10-26 16:04:16,-41725,Wire Transfer
1101,1dd8b388857218b,1091925932085630,2021-09-01 14:11:48,+51175,RTGS
1102,cc19244f373b9b7,1031594356615000,2021-06-01 15:31:14,+8200,Wire Transfer
1103,e923274594f910a,1042646482466380,2022-04-11 00:27:08,+5950,Wire Transfer
1104,1942eb8decdbc1e,1021240899101440,2022-03-27 23:48:22,-35650,NEFT
1105,6efecd6f33272b0,1094305655315140,2022-06-10 05:19:19,-58825,RTGS
1106,19c83e19f26ee12,1039557069214340,2022-05-23 11:34:30,+14050,Cheque
1107,80480ae52361c7b,1061416444980440,2021-02-14 21:59:33,+39700,Cheque
1108,93e7342a4f6ad7f,1024020027172050,2021-04-14 16:24:50,+21250,Wire Transfer
1109,d869d68bc029f13,1088655483234070,2022-06-12 02:58:10,+38575,Cheque
1110,28d7a2cd47d7cbb,1019751615882610,2021-02-05 12:16:00,-44650,Cheque
1111,3430520b1e2aea4,1063372909916800,2021-04-29 07:56:23,-36325,RTGS
1112,2842d1aa2cc232e,1099878918954350,2021-02-08 00:43:33,+46225,RTGS
1113,20207d5307ad43a,1052305576738330,2021-09-18 05:08:23,+46225,RTGS
1114,dff7f89884cd02e,1064303355889940,2021-09-16 14:06:54,-12925,RTGS
1115,35bf9f318bafaf9,1086770196713320,2021-01-28 10:15:50,-47800,RTGS
1116,858cddc73b36cf8,1048217824167190,2022-07-16 15:34:21,+15400,Wire Transfer
1117,769d8c70ed91cde,1035748768057960,2022-05-08 21:19:31,-43525,Cheque
1118,01b1bd71d732451,1072290930456010,2022-02-08 21:55:08,-25525,Cheque
1119,c7ef655d72d233a,1042356852190590,2021-06-08 23:12:25,-48475,Wire Transfer
1120,b6c23e27d99d313,1060231352214690,2021-11-23 00:42:07,+40825,NEFT
1121,e402178f74a00b0,1070058814987020,2021-06-27 04:22:17,+550,RTGS
1122,3623c29333db994,1093175052727050,2021-12-23 06:38:31,-27100,Cheque
1123,79f507ad4a2ab31,1030384524782220,2021-03-07 08:49:30,-18325,RTGS
1124,c210821fc1a9d96,1095797743783240,2021-02-10 18:22:11,-30925,Wire Transfer
1125,e25013ad2b276ae,1049836698344690,2021-11-08 05:21:14,+53200,RTGS
1126,8f98d3dda9edd27,1050357061962710,2021-09-14 23:53:50,-23500,Cheque
1127,1857f66c64f049c,1072950020622620,2021-07-04 14:18:51,-39700,Wire Transfer
1128,f81e70a193efa3d,1013550529628690,2021-06-05 05:19:41,+43075,RTGS
1129,97a8726e56fa931,1076494562305860,2022-06-08 14:31:20,+42850,NEFT
1130,b94ef50665c00a8,1086510300778840,2021-08-24 11:21:35,-26200,Wire Transfer
1131,dabf558222e7211,1092895821925020,2022-04-09 01:42:55,-15175,NEFT
1132,e776de4600c9f4f,1038476491551090,2021-06-11 20:48:24,+58150,Cheque
1133,fba4686d8a48300,1020783659964240,2022-03-08 11:20:48,+38125,Wire Transfer
1134,3d7d10db4dafcd5,1023576907512890,2022-09-26 20:49:31,-3250,NEFT
1135,62a4ba391da093d,1037541379245280,2021-02-19 08:48:36,-55225,RTGS
1136,79d7defe9da4dee,1073747709752140,2022-05-11 20:20:59,+13600,Cheque
1137,76d6565852785d4,1087170045688860,2022-08-30 01:24:13,+18775,Wire Transfer
1138,5b3c8c20f89fe9e,1060765805197240,2021-05-22 03:36:40,-51175,NEFT
1139,a2c5b167394369b,1012173932570070,2021-06-10 23:32:08,-57025,RTGS
1140,06b3c945309fb3e,1036969188452330,2021-06-18 18:14:22,+20125,RTGS
1141,4730ee80f771b86,1080300969261750,2021-09-19 23:06:01,+6850,Cheque
1142,c86c88b56b2a01d,1032232142987740,2021-01-07 13:05:00,+55900,Cheque
1143,63577af11564912,1015802200842030,2022-08-23 14:11:42,-13825,RTGS
1144,54f3837065e211b,1097476606306170,2021-12-24 23:25:30,-100,RTGS
1145,e6d97c5d6211eb4,1063878079750910,2022-01-21 16:03:16,+15850,Cheque
1146,6892cbfb23603e4,1043969052131260,2021-11-09 09:57:07,+55675,Wire Transfer
1147,e90ba1a2b0949e7,1093762223440210,2021-11-19 05:57:41,+10900,Cheque
1148,eb3f8d01f8d3052,1067937959088390,2021-05-05 08:28:35,+48025,Wire Transfer
1149,de055a1b3920ee6,1053386314116070,2021-01-21 20:03:25,-58825,Wire Transfer
1150,b6b7f27552a8fda,1085958662205400,2021-05-26 12:12:02,-9550,Wire Transfer
1151,6e91e80b2c63a46,1013349207789730,2021-02-14 19:37:03,+14275,RTGS
1152,aaa4b48aaaeefd7,1092154005076610,2021-10-30 09:47:14,-7975,RTGS
1153,f00b07052a88d15,1098868870862160,2021-07-03 20:11:02,+24400,Cheque
1154,c6260533a0e0b28,1060182481997850,2022-09-18 21:59:30,-28225,Cheque
1155,00abcc59a8c9fee,1078840828764490,2021-02-18 02:56:06,-100,NEFT
1156,5237950f32b1a9a,1055551377821030,2022-08-28 08:31:21,+49375,Wire Transfer
1157,6e1c81a7da67d6e,1034282090100330,2021-06-28 09:34:56,+39475,RTGS
1158,5671833e78be8d3,1097824077577850,2021-06-28 22:52:16,-36100,NEFT
1159,89a7917ecddf810,1096494096303560,2021-03-05 17:24:44,+59950,Cheque
1160,44cf934aa1e66ab,1072669096209170,2022-05-21 04:25:26,-34525,NEFT
1161,bb3c08e0e5bcdc6,1052121048417300,2021-04-26 00:26:34,+15400,Cheque
1162,56b0055d70022c8,1077651662118330,2022-09-22 19:11:06,-54550,Cheque
1163,2d5b6fe6465f8aa,1033680378325730,2022-08-10 13:17:53,-3700,NEFT
1164,c41d0cc8dc822b2,1011537406782820,2021-03-15 02:55:09,+7075,RTGS
1165,474cfe3ab8bb510,1086274864172140,2021-03-13 09:03:57,-10450,RTGS
1166,9783ccf0bff4eb9,1017037955574180,2021-08-27 09:14:57,-14500,Cheque
1167,69b7a098acf8643,1022427903280140,2022-05-28 17:05:02,+57250,RTGS
1168,56241f81135d154,1082972630583730,2022-03-29 03:16:10,-9775,NEFT
1169,a737503b770c642,1029599727667680,2022-02-20 12:22:11,-10450,RTGS
1170,bb0a60cef81d5a9,1057867739094850,2022-04-27 15:39:26,-37900,Cheque
1171,efb47ca8338cc83,1022864912724860,2022-07-02 05:33:59,+48025,Wire Transfer
1172,c8e25f6f75d1b42,1022115604779460,2022-03-02 05:51:20,+5950,Cheque
1173,a745ec1e8254dd1,1096121539553300,2022-02-04 09:48:10,+20575,Wire Transfer
1174,6e77acfb6ba2a55,1028366263997990,2021-10-11 22:19:53,-30475,Cheque
1175,8c2d669faec7028,1040802565059320,2021-01-06 12:02:07,+35650,Cheque
1176,d3cf06d107e60cd,1011312876563860,2022-08-24 00:23:24,+57250,Cheque
1177,7fcda0f0d8da636,1023536099852390,2021-10-14 08:56:55,-41050,Cheque
1178,00bc01b692a1e85,1072741291962540,2022-07-27 03:36:33,+1450,RTGS
1179,1aeca96a3687891,1056915273304640,2021-12-16 20:05:00,+32725,Wire Transfer
1180,64516fc733f1437,1080702328415460,2022-08-04 09:35:43,+51175,Cheque
1181,937cfb2395cde4d,1042104352824590,2022-08-05 01:40:26,+44875,RTGS
1182,83bfaf4f31b5f26,1079309581337470,2021-08-20 02:05:07,-44200,RTGS
1183,f2dffc306da0c22,1032246154706210,2021-04-03 05:40:32,+3925,Wire Transfer
1184,dd33ea8c1a19522,1048640663651340,2021-12-20 01:00:33,+12475,NEFT
1185,cd8a42ae2755cbe,1013843430975500,2022-07-08 23:52:37,-25975,RTGS
1186,5f7b83c5e13a009,1060235624099640,2021-05-25 02:26:09,-3025,Wire Transfer
1187,c088ad46fa93684,1022836420688840,2022-02-26 22:26:20,+5500,Cheque
1188,e50783617f258b5,1045841207458410,2021-07-29 00:19:35,-40825,RTGS
1189,981a83e30730be5,1021746695841730,2022-05-18 05:33:40,-37900,Wire Transfer
1190,c712b24c052354b,1089430326616550,2021-12-29 22:19:29,+33850,NEFT
1191,e8d73642619232c,1053631781273290,2021-01-02 14:35:36,+4600,RTGS
1192,c6334a795b89c9f,1037097619583300,2021-11-06 15:37:49,-15625,NEFT
1193,da457b85da90e8b,1080088682708160,2021-05-02 05:42:56,-8875,Cheque
1194,befc93fe2f76c80,1074153142622090,2022-08-30 15:13:34,+17425,Cheque
1195,b70d2727f61a7c1,1014108832833920,2022-09-10 12:03:24,+40150,RTGS
1196,f94c89d693ec8de,1083825278526030,2021-06-23 01:10:16,+36550,RTGS
1197,4d5ebddbbdaf794,1028143517566550,2021-06-01 13:07:37,-27100,RTGS
1198,9fc33e6d8f29da5,1066495364633590,2022-06-09 04:58:36,-50500,RTGS
1199,a839f6af7f412bf,1070419038345020,2021-02-16 04:22:06,-44425,Cheque
1200,0a6734a600c223b,1038032175903330,2022-03-15 18:57:19,+35650,NEFT
1201,51239532b4b0c58,1015864093713800,2022-05-02 03:41:50,+52750,NEFT
1202,9e80259cf0d9194,1061695754233720,2022-08-17 22:43:48,+14500,Wire Transfer
1203,d9a30330c310d7a,1056163006057500,2021-10-19 23:45:04,-40600,RTGS
1204,b6da571e50e33b0,1020547894707150,2022-01-10 11:09:54,-57025,Cheque
1205,01708d73e0d7ab9,1078744232150560,2022-01-04 19:49:14,-10900,NEFT
1206,0bf62b8f7863a39,1060682408416230,2021-04-17 13:42:05,+25750,Wire Transfer
1207,a5b0beed8c2af55,1093819469159480,2022-09-27 11:20:05,+40150,NEFT
1208,39fb743d6d69c08,1092705571427360,2021-03-18 21:07:20,+48250,Wire Transfer
1209,8c278775c59422f,1023101684035940,2022-02-21 04:09:17,-41275,Cheque
1210,385dfc5fd5d4df4,1068593913573350,2021-07-27 23:25:13,-41275,Cheque
1211,7ba13bf069ccc01,1051134566781730,2021-12-06 19:14:40,-8200,NEFT
1212,fbe2a1e76fbd66a,1066139751296890,2021-01-27 09:16:07,+38125,RTGS
1213,7a05c51d2221a8c,1016882066453210,2021-02-06 02:09:39,+29575,NEFT
1214,03e6eddcf375d3b,1027651700541300,2021-09-20 08:29:36,-39700,RTGS
1215,675f6c824605f8e,1044389703770870,2021-12-20 11:23:25,-55225,Wire Transfer
1216,9c1be7f7b2c7f09,1035646258389790,2022-01-02 09:59:55,+11575,Wire Transfer
1217,8996212b6868a6f,1033204903611820,2022-04-11 23:40:22,+59275,RTGS
1218,c6fef3eeca3cb11,1051998691825350,2021-02-04 02:15:49,-17200,RTGS
1219,038f1abd5da9d73,1024131754248040,2021-08-01 00:02:51,+24850,Wire Transfer
1220,e0dac8865e173cc,1061979629290460,2021-01-15 04:33:20,-33625,Cheque
1221,45b3f346295cd5c,1025927962982360,2021-07-31 19:13:37,-7525,Cheque
1222,9d19770e0f28627,1045456496280270,2021-12-07 04:26:20,+56350,NEFT
1223,a21bc69c3eaed81,1050357061962710,2022-03-04 12:05:47,-51175,RTGS
1224,c14a43eaa34f00a,1058827579470850,2021-12-24 04:17:10,+49825,NEFT
1225,5d4a180d16afeab,1058131282369930,2021-11-15 13:10:50,+15175,RTGS
1226,cb0ba3f6b8e4206,1014496874442920,2021-08-10 23:30:56,+23725,NEFT
1227,e83c877b309fb2b,1072624321434520,2021-08-05 21:50:09,+17425,NEFT
1228,e13a9d9f8bae637,1088720656704480,2022-05-17 06:45:32,-37675,Cheque
1229,6ba9587db1d235d,1095713056771910,2021-03-03 07:57:25,+2800,Cheque
1230,8547608db5dca45,1040920854958570,2022-02-07 00:01:33,-44650,Cheque
1231,9c7ad649f6288f8,1023983926739420,2022-01-04 19:37:55,-14275,Wire Transfer
1232,1de966a5bc45c76,1042585919329040,2021-04-25 11:24:45,-3475,NEFT
1233,156eb991b024439,1045955610107560,2022-08-10 16:34:26,+43300,RTGS
1234,8aff150f54a21be,1080854350474130,2021-12-15 14:02:26,+5050,Wire Transfer
1235,0f98a04fbf42e88,1012586517728130,2021-11-26 17:58:44,-37450,Cheque
1236,76b92ea78e7ceb0,1095504631481040,2021-04-19 19:43:46,+6400,NEFT
1237,1e66f4fb5dff8d2,1078480715168750,2021-04-30 04:29:12,-8650,Cheque
1238,119acdcb729d0db,1087751770654470,2021-03-21 04:21:28,-50050,Cheque
1239,38a978fde9baaaa,1065297971233300,2021-07-07 21:22:39,+51400,NEFT
1240,f950f1f30c44af7,1070804558415620,2022-04-26 08:58:04,+38800,NEFT
1241,3180c51992c904d,1049522974358250,2022-05-28 17:57:35,-57700,RTGS
1242,84e32534bde374a,1017716178704240,2021-08-10 14:08:20,-6400,Cheque
1243,f2bd0f14f1b6a8e,1045831210089830,2021-02-22 23:00:40,-47800,RTGS
1244,7a408e51b1fae54,1060679476134790,2021-11-20 23:02:32,-32725,RTGS
1245,3332394221f3a45,1094227511766070,2021-07-19 16:39:09,+58825,Wire Transfer
1246,5c79b046314a525,1021777627173170,2021-06-16 14:42:37,-23275,NEFT
1247,b8d461e68f9d7ab,1060830018647760,2021-05-03 07:38:27,+4375,Cheque
1248,8786b717d3f8f5b,1081800341848330,2022-05-29 07:37:14,+58375,NEFT
1249,bf98750c223fea5,1071605970053380,2022-01-03 21:23:27,-11575,RTGS
1250,b22d8035731d1c9,1068255355658230,2021-12-16 02:34:58,-20125,RTGS
1251,0ca297e82161531,1037685492926920,2022-02-22 22:44:37,+3250,RTGS
1252,f938e15ad2201b0,1068103459671030,2021-05-28 04:52:38,-26200,Cheque
1253,86e054ffaf282bb,1027820774258010,2021-02-04 13:22:43,+27325,Cheque
1254,0d65545c75a1f5f,1051431340292480,2022-06-19 15:03:10,-8650,Wire Transfer
1255,8b3ad70d8daaa3f,1064623400089670,2021-01-17 10:33:27,-47125,RTGS
1256,561bd7fc025af76,1051884019878680,2021-02-09 08:47:18,+51175,NEFT
1257,20c10f61db770f6,1020988035444190,2021-10-26 21:52:23,+7525,NEFT
1258,fa679e2d7819bb2,1055551377821030,2021-08-01 09:23:54,-23275,RTGS
1259,0859bae74a31291,1033815619255160,2022-09-30 11:09:45,+54100,RTGS
1260,69fa058414e158f,1044177729303300,2021-06-12 16:53:16,-19450,NEFT
1261,2f12f00918b0bf7,1013585714771790,2021-05-09 04:25:47,-45775,NEFT
1262,9398229ce318187,1064034590586130,2022-04-17 00:28:06,-325,Wire Transfer
1263,4c75aa8f8694f7a,1075691823379650,2022-07-06 20:04:24,+17650,NEFT
1264,2a06728d73ae818,1056752918131080,2022-02-03 01:58:09,-1900,NEFT
1265,e8a02ca2621bd8a,1065622751044990,2022-01-30 20:07:41,+53200,RTGS
1266,854c2f56fbfa701,1083176968417580,2021-06-21 09:55:04,+53650,Cheque
1267,75f2e6e5caa4e6a,1043385094517080,2021-04-27 09:05:43,+11125,Cheque
1268,93a748ef6a2f871,1022547609170560,2021-03-10 06:58:53,+25975,Wire Transfer
1269,e05b66e2051c992,1057731504033100,2021-12-15 20:33:49,-775,Cheque
1270,00b7f38dc9ca7a7,1019939185500710,2022-08-08 10:11:20,-2125,Cheque
1271,4e352cefc307932,1050298148489410,2022-09-22 21:22:00,+48700,Wire Transfer
1272,186ab62be7510bd,1062801704770600,2021-02-24 16:09:45,+38350,RTGS
1273,0c275a12f7c263a,1020633258802390,2022-07-16 12:02:44,+10000,RTGS
1274,c29564e617b5c70,1088143734687780,2022-07-07 06:25:34,+28675,RTGS
1275,956d41c4db4051a,1067634669508460,2022-09-05 02:30:31,+46225,Wire Transfer
1276,d3ee0493d452a4b,1098409300621990,2021-05-10 11:16:37,-36775,NEFT
1277,6ea140c7612db59,1056664948494780,2022-09-01 22:15:12,-2125,Wire Transfer
1278,644fa3d081c49ca,1076915602037810,2021-01-19 07:10:19,-12250,Cheque
1279,130e3a0cc8da490,1046123659812310,2022-09-24 17:50:35,+37675,Cheque
1280,ba018cdd8fced88,1050839902457630,2022-04-07 23:45:44,+38350,Cheque
1281,9ff33c79a8762d2,1071706264142140,2022-09-14 14:27:02,-18100,NEFT
1282,722b02d027261ce,1043575927795550,2022-02-22 15:59:54,+41050,RTGS
