Transacton_Id,Account_no,Time_stamp,Amount,Transaction_mode
ada3b44a708de67,1.09649E+15,9/22/2021 9:54,23950,NEFT
f2e65cd26836eb4,1.07403E+15,12/25/2021 12:47,-44200,Wire Transfer
65ff9b62558a3cf,1.03722E+15,2/26/2021 11:22,51625,Cheque
fffe8c1eb1758bc,1.07031E+15,1/9/2021 21:25,9325,Wire Transfer
df11367055023f0,1.08933E+15,4/28/2021 1:57,-49825,Cheque
072c26df97fe955,1.02499E+15,4/5/2022 17:33,-5725,Cheque
d17911542de7336,1.08701E+15,4/30/2022 3:18,9325,Wire Transfer
2a964cef1d5ff35,1.03412E+15,8/28/2021 20:02,41275,NEFT
c7d7309f0893956,1.03988E+15,2/24/2022 17:19,56575,Wire Transfer
00ba45872c5d0af,1.01673E+15,5/31/2022 14:41,10225,RTGS
8a2430e05ed8144,1.09779E+15,7/29/2022 3:44,25300,RTGS
9d21d99c2038699,1.09221E+15,11/1/2021 16:04,43300,RTGS
58b8052bbd9bf74,1.03182E+15,2/2/2022 11:23,53650,RTGS
1d5342c812354b8,1.0922E+15,2/25/2022 14:48,16075,Wire Transfer
c474acabb270d43,1.067E+15,7/12/2021 11:46,-5950,Cheque
a3f9bbb5dae9f41,1.09206E+15,4/6/2021 1:27,-45325,Cheque
7c5388684c70edb,1.03651E+15,4/15/2022 10:39,37000,RTGS
03cba339c222087,1.09809E+15,5/18/2022 3:42,12250,Cheque
428dd2d62b0f65f,1.06918E+15,3/14/2021 19:01,-14050,Wire Transfer
0001f8b9da40c2d,1.03556E+15,8/13/2021 4:02,12925,NEFT
6d68682b1fdd3cd,1.05167E+15,3/3/2021 7:08,-21025,Cheque
386c15087a5a803,1.08697E+15,7/17/2022 13:07,-325,RTGS
9fa92f327c0159a,1.03928E+15,4/20/2021 6:56,-52525,NEFT
2c2164e1e622254,1.08855E+15,9/26/2021 12:09,-43750,RTGS
2a3f4df326a71dc,1.02324E+15,2/16/2022 6:46,-14950,Cheque
bd297e679a86828,1.05525E+15,9/30/2021 3:51,40825,Wire Transfer
6952d354236dc19,1.07035E+15,8/8/2021 12:22,-2350,RTGS
dd4c19aa3e876bd,1.02725E+15,6/7/2021 0:01,33175,Cheque
75b435cea01613b,1.07506E+15,2/23/2021 12:49,51400,NEFT
758343aa0db2102,1.0665E+15,6/26/2021 21:49,-12025,Wire Transfer
05e9a954524a713,1.02685E+15,4/22/2021 2:25,-43300,RTGS
6d79c1285740c55,1.09164E+15,7/26/2021 12:57,36325,Wire Transfer
9eb52a27f2145e9,1.07168E+15,1/26/2021 3:42,-43300,Cheque
10b06120605af07,1.0744E+15,10/23/2021 8:40,55900,RTGS
0ea2462babfaad6,1.0176E+15,5/2/2022 5:46,48925,RTGS
8a7c3ad7d3a76fc,1.0222E+15,8/16/2022 0:50,-40375,Wire Transfer
f075ff3630419e0,1.0607E+15,6/29/2022 14:41,22375,NEFT
6610798f10b6740,1.05414E+15,6/22/2021 20:42,-10675,Cheque
a411ca2479da1cd,1.04007E+15,9/20/2022 5:08,-34075,NEFT
c23f2327082b44f,1.0561E+15,4/6/2022 0:50,-7525,NEFT
36dae4eb129271f,1.01352E+15,8/24/2022 21:09,59950,RTGS
855627cd8fadc9b,1.09132E+15,1/20/2022 9:52,24400,Cheque
ec275df188198b0,1.05852E+15,1/4/2021 15:33,52975,Cheque
66fe872958effad,1.08501E+15,12/27/2021 3:59,-23500,RTGS
a974a943b0c3d27,1.02362E+15,2/6/2021 4:05,5950,Cheque
31b6e6bf84fbb12,1.05616E+15,7/29/2021 21:47,53650,RTGS
c5121462a4afdc2,1.04212E+15,4/8/2022 15:20,34075,NEFT
1029339d0437cc2,1.09983E+15,3/28/2022 6:53,39250,NEFT
703fa3cb988d2d4,1.02899E+15,4/23/2022 5:17,-39025,NEFT
038168abe32ec8c,1.01462E+15,1/27/2022 17:16,-40375,RTGS
8289422b2373414,1.04333E+15,11/8/2021 11:32,6400,Wire Transfer
dd4a9434a695001,1.03451E+15,1/25/2021 0:53,-12700,RTGS
96f0ba522ab6cf0,1.03991E+15,8/22/2021 7:10,-45325,NEFT
baf1e61688497df,1.06435E+15,3/25/2022 6:36,24625,NEFT
368f31c23c44c4c,1.02255E+15,4/25/2021 14:46,-37675,Cheque
c3aa9eaace7da94,1.06609E+15,7/1/2021 6:18,-20125,Wire Transfer
18f79ca7a09713a,1.03694E+15,8/8/2022 6:30,41725,NEFT
1ecb55bd90f2abb,1.01975E+15,1/5/2021 13:54,49375,Wire Transfer
42ec38803851192,1.02909E+15,4/29/2022 16:59,11800,RTGS
495fa52d8c71c37,1.01717E+15,6/1/2022 11:36,24625,NEFT
36555003081ccad,1.0704E+15,9/9/2022 11:39,17650,Cheque
3da97b870d1b5dc,1.06178E+15,3/15/2022 17:34,22600,Cheque
2c16bd51b907664,1.04138E+15,4/16/2021 3:47,9775,Wire Transfer
4a28c651d81502a,1.07413E+15,2/13/2021 16:55,25075,RTGS
0fbd4f56b595f74,1.01867E+15,4/13/2021 16:20,-22825,RTGS
6b75d3b4bde68d5,1.02357E+15,8/28/2021 4:49,30475,RTGS
43caa6c5d60e080,1.05455E+15,3/17/2022 5:32,-58600,Wire Transfer
7118a16cb4beab1,1.06641E+15,8/12/2022 9:37,-28675,Wire Transfer
0bd04b29746adae,1.04807E+15,1/26/2021 2:32,43300,Cheque
c766b68d7070c13,1.06119E+15,5/3/2021 17:21,46225,Cheque
df99dc3ba648ba9,1.04345E+15,4/14/2022 15:10,22375,RTGS
9b52e6f707016a0,1.04896E+15,1/17/2022 14:55,-46000,RTGS
e9adf9b667ffe3d,1.02028E+15,5/26/2022 10:46,26875,Cheque
d302bde7d4d7e3a,1.07046E+15,9/20/2022 18:59,-12475,NEFT
b05d5c542e38766,1.05394E+15,7/4/2022 5:59,-5275,RTGS
3b040647a7d4b90,1.01678E+15,5/2/2021 10:38,-5725,RTGS
6419358ea6d11f8,1.05281E+15,6/24/2022 22:06,-44650,Cheque
0fad2e95d78da42,1.0689E+15,4/19/2021 18:31,53200,Cheque
2d5c40bb06e120f,1.04636E+15,8/21/2021 19:29,-36100,NEFT
bfe54f7ceae24e2,1.04267E+15,9/13/2022 2:38,44200,NEFT
e47958c9952671d,1.06249E+15,2/22/2021 15:00,-32500,NEFT
22a9f38ed914203,1.02468E+15,9/10/2022 8:11,13150,Wire Transfer
72dfa0c826411f9,1.01655E+15,7/10/2022 20:16,-12700,Wire Transfer
95cf172fc64dabf,1.07962E+15,3/5/2022 22:39,-55000,RTGS
501dd2b45620c88,1.06936E+15,4/16/2022 1:07,-37900,Cheque
7aec116f71fbac9,1.04124E+15,8/13/2021 8:57,29350,NEFT
3321838bc323848,1.01777E+15,1/1/2021 15:49,-7075,Cheque
2713a4ea4e5ca5e,1.03463E+15,2/1/2021 6:16,-31825,NEFT
3d98f11a1ee7a01,1.03539E+15,3/7/2021 9:01,-31150,Wire Transfer
25e885644f62a5e,1.07333E+15,9/13/2022 4:13,-26650,Wire Transfer
a7b1a323c77b976,1.0844E+15,7/31/2021 9:16,9325,Cheque
87a43175940c786,1.04678E+15,5/18/2022 11:19,46900,NEFT
66e77175ffb5c13,1.04951E+15,4/25/2021 10:51,-2350,NEFT
6678dd2d7bd6e9a,1.01896E+15,8/26/2021 19:31,-10900,NEFT
3c7bb006d5efe00,1.09983E+15,12/14/2021 20:20,29125,Cheque
60c1e64af425d01,1.06987E+15,1/29/2022 18:27,-24175,NEFT
77c0c4d6027bb65,1.0327E+15,1/3/2021 7:37,-30250,NEFT
c8745092491dba1,1.04552E+15,1/4/2022 7:22,8875,Wire Transfer
dc3dcbe8f6c9411,1.09133E+15,7/13/2021 2:27,100,Cheque
8404143be5ac269,1.09632E+15,2/7/2022 23:27,57700,RTGS
ca82e1589dc1390,1.055E+15,3/10/2022 3:48,29800,Cheque
7358ffa73ca097b,1.03445E+15,3/29/2021 9:34,42400,Wire Transfer
e67c97c2b7e1315,1.01732E+15,8/16/2021 21:00,2575,Wire Transfer
22148a693a01f96,1.08751E+15,3/17/2022 14:05,6400,Wire Transfer
cb4d9f0da57c31e,1.01628E+15,9/1/2022 20:34,19450,Cheque
3fa60e2f41c7d98,1.02319E+15,2/18/2021 18:05,19225,RTGS
8375cb1a67f97e2,1.08412E+15,9/10/2021 21:36,55000,Cheque
bd5568011a94dc9,1.09709E+15,3/20/2021 13:04,47350,Wire Transfer
21f7e092a8d5e06,1.05769E+15,12/12/2021 8:42,-28000,NEFT
f8a12fbaf3b66d9,1.08926E+15,3/27/2022 18:15,25075,Wire Transfer
3eac50fceb89282,1.03425E+15,4/9/2021 12:30,39025,Wire Transfer
c50421d92155ba2,1.09068E+15,6/8/2021 11:22,21025,Cheque
9b3e6aea4ec2eb5,1.06559E+15,8/1/2021 13:36,-59950,RTGS
d1ff94851efc5ec,1.03303E+15,3/23/2021 4:25,13600,Wire Transfer
dc821ee9b11b8e4,1.02372E+15,6/27/2022 2:33,-24625,NEFT
fb265832cf55a36,1.0658E+15,8/10/2022 21:21,-16750,Wire Transfer
f96a5f9d051c7d1,1.09033E+15,6/23/2021 19:40,-37450,RTGS
5c97fed52020541,1.08735E+15,10/1/2021 8:44,19225,Wire Transfer
8047871b52db1ae,1.05717E+15,3/20/2021 1:27,2575,RTGS
2e91b96475da60a,1.06234E+15,8/31/2022 0:31,4825,RTGS
5220e7d5cea9cc7,1.01741E+15,5/7/2022 20:46,-38350,RTGS
b5429b5e065769e,1.05121E+15,6/7/2022 4:50,-26875,NEFT
c6f649d7ff0e2bc,1.07541E+15,4/3/2022 16:12,36325,Cheque
c4f09688a965de0,1.0824E+15,11/1/2021 15:44,-12700,NEFT
7774f5cc754b440,1.05159E+15,8/28/2022 11:40,-56350,Wire Transfer
6b8d65a8bbec480,1.05986E+15,5/24/2021 1:24,-58600,Cheque
6088e64a4d997e8,1.0642E+15,10/10/2021 21:05,-26425,RTGS
f319fb7ab72f606,1.06871E+15,2/16/2022 6:36,-18325,RTGS
64621737d4b9ad7,1.09849E+15,1/13/2022 20:50,59500,RTGS
94355bba13a5a30,1.01765E+15,1/11/2021 5:51,38350,NEFT
66fbc23722742f8,1.0258E+15,9/7/2022 2:01,5950,Wire Transfer
cfbf2287ce06183,1.05281E+15,7/16/2021 8:12,-38575,RTGS
98cc9c1973932c3,1.0598E+15,5/20/2022 13:30,-46450,Cheque
636317f4fcd9839,1.09535E+15,11/8/2021 9:22,-10900,Wire Transfer
49f67b69730a889,1.03507E+15,8/28/2022 4:05,-18325,Cheque
392ab3b18a20590,1.01425E+15,6/13/2021 9:06,26875,Cheque
8b7fbe892480a37,1.07306E+15,10/25/2021 1:21,9325,Cheque
9d7c59f53cf994d,1.08986E+15,3/25/2021 11:03,18100,RTGS
07b9d902fad7c24,1.07455E+15,12/25/2021 8:37,-2125,NEFT
dd506d62223c75a,1.0602E+15,6/23/2021 10:46,-4600,RTGS
a84f88a972b32b5,1.09596E+15,5/29/2021 11:37,37000,Cheque
5e2828802bea317,1.09437E+15,6/4/2021 19:18,-49600,NEFT
7c34db72b2ae2fc,1.03054E+15,1/22/2022 23:19,53200,RTGS
7eb236eba9927ee,1.06927E+15,8/1/2022 13:13,41950,Wire Transfer
fbe7ae4bc5e3286,1.07795E+15,4/8/2022 11:04,-42850,NEFT
88946d4965cbda2,1.04261E+15,6/30/2022 8:49,-47575,Wire Transfer
32b197f47ea1859,1.02717E+15,12/13/2021 0:16,-10000,Cheque
bb1e7d2b5cf6899,1.03876E+15,8/4/2021 5:33,51175,RTGS
5880bb728f18dbe,1.05066E+15,8/6/2022 6:21,29125,NEFT
6b38a56814075d2,1.07299E+15,11/21/2021 22:11,-9100,NEFT
ad741c2d41734e3,1.0211E+15,10/22/2021 7:14,-40375,NEFT
8b890a30392db55,1.07032E+15,4/19/2022 21:29,-52075,Wire Transfer
a1010435eef6fd2,1.078E+15,4/25/2022 13:39,-19900,Wire Transfer
1abcc8bf7e30636,1.01367E+15,8/14/2021 22:06,59275,Cheque
b045f425e38583d,1.0281E+15,3/11/2022 19:35,47575,Cheque
5920981750e64c1,1.01668E+15,1/30/2021 11:02,34300,Wire Transfer
37100c70fab7452,1.02052E+15,1/22/2022 2:56,-23725,RTGS
40929d2495b9343,1.04726E+15,12/24/2021 14:49,36325,RTGS
608d8bfb2b3711b,1.03135E+15,2/14/2021 11:23,-325,Cheque
18facf8aec70cb0,1.06103E+15,2/4/2022 10:07,26875,RTGS
06f14bf5cf61122,1.01958E+15,2/28/2022 22:35,59500,Wire Transfer
a2f2cbac125706e,1.03368E+15,5/25/2021 23:49,-26425,Cheque
c65a3bb8bad13d2,1.07432E+15,4/1/2021 2:32,5950,Cheque
4073957da3e70b8,1.09692E+15,6/28/2022 5:10,-59950,Cheque
0e7261098c8dbdf,1.02781E+15,10/25/2021 22:22,42175,Wire Transfer
55ed7dbf369a250,1.06902E+15,9/16/2021 12:23,42850,NEFT
627adbe03fd51e8,1.07544E+15,7/28/2022 0:28,-6400,Wire Transfer
20a7c82b44fcf51,1.03889E+15,7/5/2021 0:32,23950,RTGS
a799e9530a46dfd,1.08216E+15,1/3/2021 7:57,25750,NEFT
1e984f12dbabc1f,1.0796E+15,3/2/2021 5:32,-41500,NEFT
16cabc5f83da38a,1.03066E+15,6/10/2021 22:19,-4825,RTGS
f58822c536c4e18,1.07481E+15,3/3/2021 12:16,14500,Cheque
602c0e5db6ad95d,1.01932E+15,4/1/2022 23:11,-15175,NEFT
5bdd5fbc5adaa27,1.0988E+15,4/19/2021 8:17,55900,Cheque
bce91c91158bd0b,1.04819E+15,7/26/2021 21:02,19450,Cheque
377b23d28402c79,1.04295E+15,6/8/2022 11:27,-57025,NEFT
ff2f6741d9f3256,1.0224E+15,1/31/2021 2:48,57925,Cheque
262f8ec27c18d86,1.09181E+15,9/10/2021 2:07,40375,Wire Transfer
ca2fb3ad4f19bd3,1.04417E+15,7/24/2022 15:05,-42175,Wire Transfer
88510b47e755535,1.02317E+15,5/18/2021 23:00,-22600,Cheque
2d5640a5ed5f814,1.08977E+15,9/6/2021 13:04,-53875,Cheque
b2c33ae52251cb5,1.07581E+15,5/14/2021 0:38,-775,NEFT
dea034b74c0d65e,1.05948E+15,4/17/2021 23:05,-42625,RTGS
c6584c522d54d0d,1.08896E+15,4/17/2021 15:27,27100,NEFT
a4d4b5487500017,1.07499E+15,3/5/2022 2:18,11125,RTGS
c8fe61741ca6c80,1.06728E+15,4/27/2022 6:10,-100,Wire Transfer
b2d0cb03f46bedd,1.05637E+15,8/30/2021 3:14,11350,Cheque
e1de3e092dfdc97,1.01124E+15,1/15/2021 11:26,-32275,RTGS
b6072a5a2bb885d,1.05645E+15,8/27/2021 14:23,13600,Wire Transfer
8c32e51c9eac77d,1.09121E+15,2/25/2021 4:21,11800,RTGS
a1ba1cf83bcb0a0,1.06173E+15,9/11/2022 4:06,-21925,NEFT
cac782b52e452c0,1.05821E+15,12/8/2021 9:20,18775,NEFT
82ccc8a8dc11d46,1.03478E+15,12/3/2021 17:54,-41500,NEFT
beac46e2667b711,1.03568E+15,3/29/2021 16:20,43300,Cheque
a4d8e40e091c916,1.02245E+15,9/4/2022 8:50,50500,Cheque
7bb96ec3458d52b,1.09421E+15,9/30/2021 3:07,-40825,NEFT
64b2b4c08c35bb0,1.06351E+15,4/3/2021 8:10,-6400,Wire Transfer
3fbceb6df0e485e,1.03268E+15,4/20/2022 8:32,-52525,Cheque
8abfdefb8229cda,1.07413E+15,3/16/2021 14:31,10000,RTGS
e53931fe858fbc0,1.05799E+15,7/12/2021 11:10,-9100,NEFT
b9bb874f8cb8998,1.06764E+15,5/29/2022 22:34,-38125,RTGS
739bda72f56289d,1.06357E+15,6/3/2021 20:22,-7975,Cheque
db0df5438c24002,1.06651E+15,7/3/2022 12:35,16750,Wire Transfer
e6e8e61b11690f5,1.05882E+15,10/19/2021 18:03,-24850,Cheque
26ce6f8cf692895,1.09615E+15,3/2/2022 13:51,3025,Wire Transfer
452b158ef7ef729,1.02554E+15,5/5/2021 16:26,-59725,Cheque
a8a626ad82cf70a,1.0913E+15,5/5/2022 20:08,-20800,NEFT
a0bd05a4bf4ffe5,1.0553E+15,8/29/2021 21:25,-35425,Wire Transfer
d9a73064ba7350a,1.06846E+15,9/17/2022 22:01,43750,Wire Transfer
e3d11b57be1a284,1.02137E+15,3/15/2021 17:16,-1225,NEFT
44aea2435bd9934,1.0139E+15,4/6/2022 12:17,-18325,NEFT
5023a1cf0699d27,1.08149E+15,2/17/2022 3:25,29575,Cheque
1aebaed3b7faa8c,1.03772E+15,1/21/2021 10:40,-37000,NEFT
9c78f436f0009f3,1.05014E+15,6/13/2021 6:47,-42175,NEFT
d2201df5cc59798,1.07276E+15,1/24/2022 23:58,37000,RTGS
a27c63a7880a7db,1.06441E+15,2/27/2021 9:47,8425,NEFT
0c58c0cd5176f74,1.03213E+15,3/3/2022 11:49,1225,Wire Transfer
7c121ea7bd8ef68,1.04108E+15,4/28/2021 1:46,-25975,RTGS
a59a4ff2bead762,1.09677E+15,7/16/2022 2:46,22600,Cheque
38340a7dac31ffb,1.05227E+15,8/20/2021 13:41,8200,RTGS
7847c374d8d82cf,1.0371E+15,10/21/2021 15:53,21700,NEFT
0053befd1f1e481,1.09431E+15,3/29/2021 3:30,100,NEFT
524242045d981e0,1.09016E+15,8/9/2022 19:41,-52300,Cheque
afa962ca8102277,1.03405E+15,12/4/2021 14:28,-40150,RTGS
c5ff08ac59e06bd,1.08142E+15,6/6/2022 8:59,-47350,NEFT
1ac0cc8d16d1658,1.02939E+15,12/14/2021 5:44,46000,NEFT
08b6cd88dbe44c3,1.08862E+15,8/14/2021 6:32,-59725,Wire Transfer
ffef03d86c6dcaf,1.05854E+15,2/13/2021 16:14,-4150,RTGS
7c3be39871d3627,1.02546E+15,1/15/2021 1:57,26875,Cheque
d073447b96df3a3,1.05588E+15,9/16/2021 20:38,30025,NEFT
05cb7de3789ee08,1.05592E+15,4/5/2022 13:42,39250,Cheque
e4725bbe73a53e5,1.08628E+15,10/10/2021 13:40,-42400,NEFT
a501fd46dad0f27,1.01888E+15,10/21/2021 19:44,-39700,RTGS
47aa755821566ff,1.03423E+15,10/18/2021 6:34,-38575,Wire Transfer
5525ae9c430228c,1.0922E+15,1/3/2022 10:37,-35650,NEFT
f454807ec29e548,1.08398E+15,3/26/2021 4:11,59950,NEFT
276669eeb0c6c1a,1.0115E+15,7/3/2022 18:39,9100,Wire Transfer
d0a3caecdb8eabc,1.08789E+15,1/10/2021 10:13,14950,Wire Transfer
c43390a05e3054f,1.01427E+15,7/4/2022 7:12,-52750,Wire Transfer
9343fe6642bec56,1.04739E+15,2/10/2021 21:22,18775,Cheque
ec72a5c5bc48416,1.05271E+15,6/6/2022 13:14,57250,Cheque
a890a6cf38c0397,1.07532E+15,2/5/2022 8:45,-14275,Wire Transfer
bfb8e8a4ed30a4c,1.05212E+15,1/11/2021 18:51,1225,Wire Transfer
fa1e89e094a3399,1.03195E+15,5/24/2022 19:09,17425,NEFT
58fb6fbadf142eb,1.05487E+15,3/23/2021 20:03,-4825,Wire Transfer
ab4f56d76d63130,1.07859E+15,7/2/2021 23:07,-2350,RTGS
ff25d83ab133b34,1.04335E+15,4/23/2021 5:51,-3925,RTGS
0aee46671a733cd,1.07038E+15,9/10/2021 10:07,-35425,Cheque
f362f6c489153f4,1.06401E+15,4/15/2022 20:50,-43975,Cheque
2941e3f5bde8de0,1.05644E+15,6/11/2022 2:10,38575,NEFT
a20eecad98c2fb8,1.03669E+15,2/10/2021 23:56,3925,Cheque
e1e417f788337ac,1.0688E+15,6/3/2022 17:03,-2350,Cheque
3e3d5e0b01782ec,1.07804E+15,7/6/2021 21:51,25525,NEFT
fb9d1c5e12ca8aa,1.05064E+15,6/13/2021 13:59,-5725,RTGS
902d59932ec61dd,1.055E+15,4/2/2021 8:15,41050,Cheque
2de7de438a5b34d,1.08451E+15,6/11/2022 22:42,23725,Cheque
2e37664cda34f90,1.0425E+15,3/3/2021 7:41,775,Wire Transfer
5d552ca2f9a0a68,1.04339E+15,4/18/2022 22:57,49825,Wire Transfer
173011be040fca4,1.03525E+15,10/5/2021 11:13,-50500,NEFT
d43b3a5f56af92f,1.05544E+15,10/27/2021 16:19,3475,Cheque
eb62c75868bc5dc,1.06701E+15,2/7/2022 0:13,31825,Wire Transfer
3983e2b43776b55,1.08382E+15,1/8/2021 7:10,-5050,Wire Transfer
83432bf1eebf24c,1.06766E+15,11/20/2021 16:08,-37450,Wire Transfer
27aa53d4da9feaf,1.05212E+15,3/28/2021 21:09,3025,RTGS
f73a11083e9a395,1.02178E+15,12/2/2021 6:09,30700,NEFT
0e1c9264a6975bd,1.07243E+15,3/4/2022 2:09,-26200,Cheque
d6a623576eca555,1.02981E+15,6/21/2021 21:16,45550,Wire Transfer
23fb7872425b84b,1.0387E+15,9/12/2022 12:59,100,NEFT
a809d4e5030c05b,1.0238E+15,12/13/2021 7:54,7525,Wire Transfer
cb64a4a4a4a352f,1.01468E+15,10/5/2021 8:31,20800,NEFT
ee4378d4b229a78,1.07333E+15,7/29/2022 10:15,-25975,Wire Transfer
21fd644add91a0f,1.0968E+15,9/3/2022 11:29,-14275,Wire Transfer
4ca528f336fc7dd,1.08652E+15,5/28/2022 1:25,27775,NEFT
ff6437c6f08f4ba,1.09312E+15,11/29/2021 17:01,3250,NEFT
87586997b536038,1.08546E+15,2/16/2021 6:08,20575,RTGS
c7cf5fb06addad9,1.08717E+15,10/30/2021 20:59,42400,RTGS
a7eb1cb6e625413,1.05105E+15,1/22/2021 6:41,-2800,Wire Transfer
68bfae5b252541f,1.04153E+15,6/28/2022 2:10,-24625,NEFT
6d9a6497e108ca4,1.08872E+15,3/20/2022 8:57,34075,NEFT
94da581d0cd250e,1.03721E+15,3/25/2022 15:06,-37000,RTGS
8e729856fc36162,1.0643E+15,10/26/2021 22:03,-23725,Wire Transfer
fac91804789ce61,1.08526E+15,6/13/2022 6:34,56125,Wire Transfer
42d0200f6204439,1.01766E+15,5/19/2022 0:00,-31375,Wire Transfer
d20a0f4ca14c137,1.07074E+15,9/17/2021 1:28,25750,Wire Transfer
d0c13111d38b288,1.09715E+15,9/11/2022 19:30,-39250,NEFT
ad962c7083e5743,1.03449E+15,2/8/2022 12:01,14275,Cheque
dad2b2aacdf0424,1.06842E+15,11/17/2021 22:32,-1900,Wire Transfer
ecae26f3b4e5d59,1.07765E+15,8/6/2022 11:31,57250,NEFT
4826429754f38be,1.01241E+15,11/28/2021 19:05,58150,Cheque
ee98674d954801e,1.09615E+15,9/2/2021 9:54,-30250,Cheque
380f63f8ae72b4b,1.05311E+15,2/17/2022 6:46,23725,Cheque
87576f87927172e,1.08533E+15,9/2/2021 0:58,-37450,Wire Transfer
1f9b987ea3171be,1.07625E+15,1/18/2021 6:22,11125,Wire Transfer
aaee419c1caf2c1,1.02508E+15,4/7/2022 9:19,21925,NEFT
22735eba1618bbc,1.0808E+15,11/26/2021 21:57,-41275,Wire Transfer
ced7fc1371e7639,1.03816E+15,11/1/2021 18:09,-7975,Cheque
dc91feec30944ce,1.07302E+15,9/17/2021 6:57,3025,RTGS
04dff068e99a84c,1.04171E+15,9/11/2022 19:31,-41275,NEFT
d22c706757b41ca,1.02062E+15,4/27/2021 14:12,57700,Cheque
3d1ab06ff9a1590,1.08705E+15,6/27/2021 17:59,-55225,Cheque
d8fe31572ad9f04,1.03629E+15,11/14/2021 14:14,24625,NEFT
d92948f4afd7148,1.04089E+15,2/4/2022 6:39,-48025,RTGS
aec1f11412b4b4c,1.06357E+15,5/22/2021 13:29,7975,NEFT
ae5ef691024ad31,1.03801E+15,3/9/2022 6:57,55000,NEFT
da33aa29b05add3,1.09167E+15,6/14/2021 22:29,-22825,NEFT
e1645432c40e66c,1.07794E+15,6/18/2021 15:39,-39475,NEFT
fd39e37e75bc32c,1.06897E+15,8/3/2022 8:38,-4375,Cheque
0ecf68996ca16e9,1.05403E+15,8/2/2022 3:02,-39250,Cheque
a4fcedc09cfd8c2,1.03658E+15,8/27/2021 5:19,11350,Wire Transfer
64a70b2916a44b0,1.09046E+15,1/30/2022 10:41,-57025,Cheque
0a1533a901aed14,1.08009E+15,2/21/2022 6:44,28000,RTGS
1876f3248867276,1.07284E+15,8/20/2022 19:08,-28675,RTGS
b36241c45c8860c,1.07849E+15,6/7/2022 9:08,-11575,RTGS
b38904e0793debc,1.08739E+15,9/16/2021 2:54,-25075,NEFT
920053feb9cbca2,1.08685E+15,8/3/2022 17:00,-27100,Wire Transfer
7eec3fa02d6191b,1.04659E+15,10/5/2021 9:06,-11350,RTGS
b937a47f0871f49,1.08641E+15,4/22/2022 20:59,-1675,Cheque
6b97d0f56d2e338,1.08266E+15,12/13/2021 2:28,52975,RTGS
fc3f46164187193,1.04393E+15,8/8/2022 13:00,58825,Cheque
82f23ad6b841d7a,1.04058E+15,5/31/2022 0:07,23275,NEFT
b4107f1a5cc8530,1.03962E+15,6/21/2021 20:17,51625,RTGS
49b65e0880c8b71,1.03817E+15,9/26/2022 13:53,37450,NEFT
37cd1f13f15af72,1.09137E+15,4/21/2021 4:55,7975,Cheque
f580240c66bf971,1.07934E+15,7/19/2021 5:10,57025,NEFT
cdff1cecc380670,1.05588E+15,4/20/2022 19:13,56800,Cheque
ef0c25d22385ad5,1.08369E+15,7/7/2022 7:04,-5275,Cheque
d13fd622bcfca78,1.06297E+15,10/5/2021 11:19,-22150,Cheque
cd33029b2e1396e,1.08134E+15,11/5/2021 9:12,-42400,NEFT
63527c2e8da6428,1.03479E+15,9/22/2022 4:57,56800,NEFT
8cf4d96f6a700d0,1.04218E+15,6/8/2021 21:04,-21025,NEFT
4ef9e11e7b0286a,1.05665E+15,5/4/2021 14:09,-41050,Cheque
9ab8af14edb4091,1.08119E+15,9/6/2022 17:32,14275,Cheque
3a7e6d6d40def78,1.0967E+15,7/9/2021 13:12,21250,Wire Transfer
58f132611d5ce81,1.07613E+15,11/10/2021 21:24,25525,NEFT
7f7335899386b73,1.0184E+15,1/17/2022 11:30,-41950,RTGS
5f2cb15762029ef,1.04345E+15,9/16/2022 12:39,59275,Wire Transfer
d98eea6bc9d43da,1.05295E+15,9/13/2021 15:12,44425,NEFT
e4cce95ab37c881,1.03639E+15,11/30/2021 13:19,52750,Cheque
ef4090b3190720d,1.02081E+15,7/24/2021 15:34,57700,NEFT
4ec562aaadf714e,1.05774E+15,7/17/2021 10:22,55900,Wire Transfer
0939951ba1f41f1,1.02525E+15,1/18/2021 8:13,15400,Wire Transfer
3b5b3ce55bb2889,1.0591E+15,7/14/2021 11:24,-50950,Wire Transfer
6bb6f6306343a5c,1.01369E+15,1/16/2022 18:06,-31375,RTGS
5ce40cff62ff65a,1.0647E+15,4/8/2021 20:01,-56125,Wire Transfer
1d583e36803bbf0,1.05994E+15,4/10/2022 1:06,-6850,RTGS
d68fcf77318f482,1.03859E+15,11/23/2021 1:12,14050,RTGS
f84d1484e597c43,1.02699E+15,9/3/2021 20:34,59050,RTGS
b290a054f5bdfe2,1.05489E+15,3/5/2022 13:07,-36775,RTGS
326845286a98110,1.03194E+15,2/5/2021 18:47,31600,Cheque
f1b8ecbbe56ad29,1.01983E+15,9/22/2022 19:56,20125,Wire Transfer
b144cb7fe8f211a,1.09789E+15,10/19/2021 3:26,-54550,NEFT
1881d32f279f97d,1.0787E+15,3/20/2022 11:03,5725,Cheque
4fac1b6eaf0082c,1.06631E+15,9/8/2021 13:07,37900,Cheque
55f72eb1e00a737,1.0586E+15,10/31/2021 21:12,4375,Cheque
54963714ca690f9,1.09685E+15,6/29/2021 8:58,46000,NEFT
7dd6c0acc05e230,1.02103E+15,6/22/2022 12:25,2575,RTGS
