,Loan_id,Account_no,Sanctioned_amount,Requested_amount,Disbursed_amount,Collateral,Collateral_type,Purpose_of_loan,Branch_id
565,500056289596,1026696904828440,2688000,2800000,887040,13440000,Residential Mortgages,Agriculture,BSABUF17
566,500056614858,1090914580046410,2548000,2800000,942760,12740000,Vehicles,Business,BSABUF21
567,500052640524,1032259616920170,2436000,2800000,1071840,12180000,Vehicles,Home,BSABUF02
568,500052361938,1032076375551990,4230000,4500000,3426300,12690000,Equipment and machinery,Business,BSABUF06
569,500059813485,1035059293259030,94000,100000,940,470000,Residential Mortgages,Education,BSABUF23
570,500056450973,1077234417460370,1606000,2200000,449680,8030000,Equipment and machinery,Education,BSABUF06
571,500051464640,1054017887596190,1365000,1500000,1010100,5460000,Fixed Deposit,Home,BSABUF24
572,500053681487,1085665177042410,825000,1100000,668250,4125000,Residential Mortgages,Education,BSABUF09
573,500053595285,1075762368881130,624000,800000,99840,3120000,Residential Mortgages,Home,BSABUF08
574,500054081918,1076346650751610,2375000,2500000,926250,11875000,Residential Mortgages,Home,BSABUF25
575,500051235922,1078296781698130,3552000,3700000,2273280,14208000,Fixed Deposit,Home,BSABUF04
576,500058777039,1015207008857720,3219000,3700000,2864910,9657000,Equipment and machinery,Home,BSABUF22
577,500053570138,1064043373810480,696000,800000,654240,2088000,Fixed Deposit,Education,BSABUF05
578,500051357210,1076887856453750,1330000,1400000,638400,6650000,Residential Mortgages,Business,BSABUF25
579,500057302981,1058760008591390,1581000,1700000,1501950,4743000,Residential Mortgages,Home,BSABUF03
580,500057311442,1065229674585590,996000,1200000,806760,3984000,Vehicles,Agriculture,BSABUF25
581,500051699171,1019568367473970,2232000,2400000,267840,11160000,Residential Mortgages,Business,BSABUF09
582,500059906765,1018563490076280,3956000,4600000,1068120,19780000,Vehicles,Business,BSABUF25
583,500052875382,1064085574904270,2340000,3000000,1521000,9360000,Equipment and machinery,Business,BSABUF16
584,500055687841,1060649248699680,801000,900000,208260,4005000,Fixed Deposit,Business,BSABUF18
585,500054355749,1039609504043530,3150000,4200000,1323000,12600000,Fixed Deposit,Education,BSABUF04
586,500057510783,1091226405206710,285000,300000,265050,1140000,Equipment and machinery,Agriculture,BSABUF13
587,500056381261,1042349440184330,3078000,3800000,2246940,12312000,Equipment and machinery,Education,BSABUF03
588,500056473764,1041373171793080,1656000,2300000,82800,8280000,Vehicles,Home,BSABUF09
589,500051634387,1019887268085040,2552000,2900000,663520,7656000,Vehicles,Agriculture,BSABUF18
590,500059419740,1096755716351480,1264000,1600000,606720,3792000,Fixed Deposit,Education,BSABUF25
591,500059324406,1050960842870810,388000,400000,58200,1164000,Equipment and machinery,Business,BSABUF23
592,500053937789,1013584085412360,900000,1200000,36000,2700000,Vehicles,Agriculture,BSABUF04
593,500054981490,1089812555152150,91000,100000,3640,364000,Vehicles,Business,BSABUF15
594,500058126904,1051998691825350,930000,1000000,390600,3720000,Fixed Deposit,Home,BSABUF14
595,500057740793,1024394780093620,2288000,2600000,617760,11440000,Equipment and machinery,Education,BSABUF09
596,500051339614,1042291020460850,1092000,1400000,808080,5460000,Vehicles,Education,BSABUF05
597,500057955968,1011708969303810,1476000,1800000,1254600,7380000,Residential Mortgages,Education,BSABUF06
598,500051616467,1087993138273520,1800000,1800000,1746000,9000000,Vehicles,Agriculture,BSABUF18
599,500053669437,1062471107797700,3182000,3700000,1336440,15910000,Equipment and machinery,Education,BSABUF08
600,500052616035,1043516528324700,2175000,2500000,739500,6525000,Fixed Deposit,Agriculture,BSABUF09
601,500053859004,1013898645301890,1343000,1700000,913240,4029000,Fixed Deposit,Home,BSABUF06
602,500058979176,1095489071311560,3822000,4200000,917280,19110000,Residential Mortgages,Business,BSABUF05
603,500054838150,1020251629390760,2400000,3000000,384000,12000000,Residential Mortgages,Agriculture,BSABUF07
604,500051115038,1040928306954210,532000,700000,15960,2128000,Fixed Deposit,Education,BSABUF03
605,500058131615,1034226930752250,74000,100000,61420,222000,Equipment and machinery,Home,BSABUF19
606,500056245693,1066838362138530,1967999,2400000,1475999,5903997,Residential Mortgages,Home,BSABUF11
607,500057272406,1054455219701340,1395000,1500000,97650,5580000,Equipment and machinery,Agriculture,BSABUF16
608,500058809389,1072391332061730,2277000,2300000,842490,11385000,Fixed Deposit,Agriculture,BSABUF13
609,500052613831,1031359642530390,3663000,3700000,293040,14652000,Residential Mortgages,Education,BSABUF14
610,500051490299,1054348545984850,485000,500000,87300,1940000,Equipment and machinery,Business,BSABUF11
611,500058748343,1094787591730470,1089000,1100000,54450,5445000,Equipment and machinery,Home,BSABUF11
612,500053274555,1081103049730610,2604000,3100000,1979040,7812000,Residential Mortgages,Home,BSABUF03
613,500058686339,1093575806452280,1480000,2000000,1035999,7400000,Residential Mortgages,Business,BSABUF25
614,500053626585,1017090753280750,3298000,3400000,1945820,13192000,Fixed Deposit,Home,BSABUF09
615,500052662388,1078580092642010,1044000,1200000,386280,5220000,Residential Mortgages,Home,BSABUF01
616,500058772345,1099848765754690,3920000,4900000,2391200,15680000,Equipment and machinery,Education,BSABUF02
617,500054832980,1078080768734770,2511000,2700000,627750,10044000,Equipment and machinery,Agriculture,BSABUF20
618,500057829856,1068906197846560,352000,400000,24640,1760000,Vehicles,Education,BSABUF14
619,500057008222,1012913050010440,2940000,3000000,2528400,11760000,Fixed Deposit,Business,BSABUF17
620,500053365527,1015534303399440,2821000,3100000,1579760,11284000,Residential Mortgages,Agriculture,BSABUF07
621,500054306651,1037141413925270,1767000,1900000,106020,7068000,Fixed Deposit,Education,BSABUF13
622,500052154268,1064157983320720,1558000,1900000,0,4674000,Residential Mortgages,Agriculture,BSABUF22
623,500055689698,1046777791717840,1470000,1500000,867300,4410000,Residential Mortgages,Business,BSABUF18
624,500054807757,1052095642078710,4094000,4600000,532220,16376000,Residential Mortgages,Education,BSABUF12
625,500056486526,1056391743233570,960000,1000000,902400,3840000,Vehicles,Business,BSABUF01
626,500059220368,1015086136913230,1424000,1600000,498399,7120000,Residential Mortgages,Education,BSABUF06
627,500058166910,1054947504024690,4018000,4100000,2450980,20090000,Vehicles,Education,BSABUF04
628,500055811635,1041123471912200,1080000,1200000,756000,5400000,Equipment and machinery,Home,BSABUF22
629,500056890564,1040830975937790,495000,500000,425700,1485000,Equipment and machinery,Agriculture,BSABUF24
630,500053054220,1087372559127800,3280000,4100000,1443200,16400000,Equipment and machinery,Agriculture,BSABUF24
631,500057977896,1016214474884720,1485000,1500000,1395900,7425000,Vehicles,Business,BSABUF02
632,500054931431,1016824082629600,2656000,3200000,2576320,13280000,Fixed Deposit,Agriculture,BSABUF09
633,500052680726,1038060536562660,485000,500000,252200,1940000,Residential Mortgages,Education,BSABUF01
634,500057753393,1053526685421760,2755000,2900000,385700,11020000,Fixed Deposit,Business,BSABUF08
635,500054695494,1095742439217700,3204000,3600000,736920,16020000,Equipment and machinery,Business,BSABUF08
636,500051604025,1035278514822140,1520000,2000000,1428800,4560000,Equipment and machinery,Home,BSABUF20
637,500054194566,1099310780372420,3486000,4200000,522900,13944000,Equipment and machinery,Home,BSABUF07
638,500057886690,1014448162833700,270000,300000,118800,1080000,Residential Mortgages,Education,BSABUF16
639,500055447635,1074171347190830,3276000,3900000,2096640,13104000,Vehicles,Education,BSABUF02
640,500058540172,1035066234726400,1596000,2100000,558600,7980000,Residential Mortgages,Business,BSABUF06
641,500058129620,1074403907626790,95000,100000,49400,285000,Residential Mortgages,Home,BSABUF17
642,500057763743,1030831919275370,3168000,3600000,950400,12672000,Fixed Deposit,Education,BSABUF17
643,500058197627,1043563378027660,1232000,1600000,1195040,4928000,Fixed Deposit,Agriculture,BSABUF20
644,500055182164,1044507943965660,4048000,4600000,2712160,20240000,Vehicles,Home,BSABUF07
645,500056084231,1060923857670880,2700000,3600000,1944000,13500000,Equipment and machinery,Agriculture,BSABUF24
646,500058529176,1095762136102280,891000,1100000,53460,4455000,Fixed Deposit,Business,BSABUF10
647,500059909568,1045502608612040,1725000,2300000,1380000,5175000,Vehicles,Agriculture,BSABUF19
648,500057264258,1013747294663590,890000,1000000,71200,2670000,Vehicles,Business,BSABUF18
649,500059248993,1090191351070460,3864000,4200000,1081920,19320000,Residential Mortgages,Home,BSABUF15
650,500052105130,1086398077104520,3478000,4700000,3478000,17390000,Residential Mortgages,Education,BSABUF02
651,500058104147,1072883934496160,2880000,3200000,1843200,8640000,Equipment and machinery,Education,BSABUF12
652,500053501411,1068754012695740,1162000,1400000,557760,4648000,Residential Mortgages,Business,BSABUF02
653,500056925595,1091906280182770,1914000,2200000,153120,5742000,Equipment and machinery,Home,BSABUF07
654,500051174550,1073804625171910,2025000,2500000,1316250,8100000,Vehicles,Education,BSABUF09
655,500051218193,1047662454774860,360000,400000,360000,1440000,Vehicles,Education,BSABUF07
656,500053290964,1017405545990240,1785000,2100000,1320900,5355000,Equipment and machinery,Agriculture,BSABUF02
657,500059934995,1077581321086100,553000,700000,293090,1659000,Residential Mortgages,Education,BSABUF06
658,500054484111,1082748679204270,99000,100000,78210,495000,Equipment and machinery,Home,BSABUF22
659,500059504533,1011737237883460,3108000,4200000,2828280,12432000,Residential Mortgages,Education,BSABUF06
660,500053573059,1075144185299570,3168000,4400000,380160,12672000,Equipment and machinery,Home,BSABUF07
661,500053188274,1013651408137750,2511000,3100000,1707480,7533000,Equipment and machinery,Home,BSABUF07
662,500056501437,1044757635065270,2736000,3600000,2489760,8208000,Equipment and machinery,Education,BSABUF06
663,500051659728,1077603066950520,1406000,1900000,871720,5624000,Vehicles,Agriculture,BSABUF03
664,500055031384,1097576355410380,637000,700000,331240,2548000,Vehicles,Business,BSABUF25
665,500052871723,1064441895450030,3150000,4200000,1953000,12600000,Residential Mortgages,Agriculture,BSABUF17
666,500051923333,1062880984675450,3268000,3800000,359480,13072000,Vehicles,Home,BSABUF23
667,500054019391,1096492663899890,2352000,2400000,1176000,7056000,Residential Mortgages,Business,BSABUF25
668,500059150482,1016935783328850,4048000,4600000,3440800,16192000,Residential Mortgages,Education,BSABUF06
669,500052477485,1091046424350440,4752000,4800000,1710720,19008000,Vehicles,Home,BSABUF25
670,500052782424,1062848075039890,94000,100000,45120,376000,Vehicles,Agriculture,BSABUF13
671,500053585716,1083858661449060,1700000,2000000,935000,6800000,Vehicles,Home,BSABUF02
672,500058566647,1030282740683370,182000,200000,61880,546000,Equipment and machinery,Business,BSABUF09
673,500056837946,1090306766422100,4851000,4900000,4365900,14553000,Fixed Deposit,Business,BSABUF14
674,500054179037,1042004194938010,1185000,1500000,865050,3555000,Vehicles,Business,BSABUF24
675,500054369585,1040928306954210,3420000,3600000,1641600,17100000,Vehicles,Agriculture,BSABUF21
676,500052124179,1094301298289170,2992000,3400000,1675520,8976000,Fixed Deposit,Home,BSABUF16
677,500058464956,1076371217029480,160000,200000,56000,480000,Equipment and machinery,Home,BSABUF10
678,500055274785,1072621958090190,440000,500000,154000,1760000,Equipment and machinery,Education,BSABUF08
679,500052575645,1019655128715850,644000,700000,573160,3220000,Residential Mortgages,Business,BSABUF18
680,500059046935,1038888106881130,2079000,2100000,415800,10395000,Equipment and machinery,Agriculture,BSABUF15
681,500057555828,1014052660649790,1056000,1200000,718080,4224000,Equipment and machinery,Agriculture,BSABUF10
682,500057206208,1016214474884720,336000,400000,258720,1008000,Equipment and machinery,Business,BSABUF06
683,500052204307,1071689576446780,2214000,2700000,2169720,6642000,Vehicles,Agriculture,BSABUF16
684,500053719073,1088300636193620,693000,700000,318780,2079000,Residential Mortgages,Home,BSABUF13
685,500056718476,1032695474711470,450000,600000,9000,1350000,Equipment and machinery,Agriculture,BSABUF23
686,500059574069,1030831919275370,3002000,3800000,2491660,15010000,Vehicles,Agriculture,BSABUF06
687,500059570484,1013278103761330,1700000,2000000,119000,6800000,Fixed Deposit,Business,BSABUF10
688,500053585237,1044402648968230,1067000,1100000,1067000,4268000,Fixed Deposit,Education,BSABUF14
689,500054228072,1034015533966650,154000,200000,92400,770000,Vehicles,Education,BSABUF05
690,500058538034,1047587609833460,891000,1100000,810810,4455000,Fixed Deposit,Business,BSABUF24
691,500054220580,1062412032127750,1386000,1800000,41580,6930000,Fixed Deposit,Education,BSABUF22
692,500051731389,1015705958272850,2370000,3000000,2275200,7110000,Residential Mortgages,Business,BSABUF10
693,500051228957,1052886885297830,376000,400000,82720,1880000,Vehicles,Education,BSABUF25
694,500054271102,1031426303299170,3139000,4300000,1318380,12556000,Residential Mortgages,Education,BSABUF19
695,500055410550,1049755845189380,1720000,2000000,51600,8600000,Vehicles,Business,BSABUF25
696,500053197908,1060626330433590,1274000,1400000,535080,6370000,Equipment and machinery,Home,BSABUF05
697,500056656743,1074320738633140,1200000,1200000,312000,4800000,Residential Mortgages,Home,BSABUF17
698,500058994069,1044889296640330,170000,200000,44200,510000,Equipment and machinery,Home,BSABUF24
699,500057677968,1058671854338280,3915000,4500000,1918350,11745000,Fixed Deposit,Business,BSABUF17
700,500059532797,1017979450267910,1350000,1800000,108000,5400000,Vehicles,Business,BSABUF08
701,500055075109,1045261030774210,846000,900000,76140,4230000,Equipment and machinery,Agriculture,BSABUF12
702,500051950623,1084755095293150,4704000,4800000,893760,18816000,Vehicles,Education,BSABUF22
703,500053786116,1038087333737220,2538000,2700000,2284200,12690000,Fixed Deposit,Agriculture,BSABUF06
704,500054861298,1070501095005690,2812000,3800000,1743440,11248000,Vehicles,Business,BSABUF05
705,500053162804,1092916057546510,588000,700000,399840,2940000,Vehicles,Home,BSABUF07
706,500051237907,1019620703952050,803000,1100000,0,2409000,Equipment and machinery,Business,BSABUF04
707,500055331523,1063771252088600,3465000,4500000,69300,10395000,Fixed Deposit,Home,BSABUF04
708,500053563623,1014522944092400,3066000,4200000,490560,15330000,Fixed Deposit,Education,BSABUF25
709,500058700880,1096535445896420,2920000,4000000,2657200,11680000,Vehicles,Home,BSABUF09
710,500057059180,1041831542314510,2581000,2900000,774300,10324000,Vehicles,Home,BSABUF12
711,500051344078,1035513084478280,1967999,2400000,373919,5903997,Fixed Deposit,Home,BSABUF12
712,500052139904,1011608649194680,3696000,4400000,628320,14784000,Vehicles,Agriculture,BSABUF13
713,500059652481,1028074005274290,3024000,3600000,1330560,15120000,Equipment and machinery,Education,BSABUF21
714,500052837160,1039513497931450,2325000,2500000,1325250,9300000,Residential Mortgages,Education,BSABUF17
715,500054794339,1036177767688980,3168000,4400000,1584000,9504000,Equipment and machinery,Home,BSABUF15
716,500055655217,1048772139564560,1176000,1200000,858480,5880000,Fixed Deposit,Agriculture,BSABUF09
717,500051405387,1021260883077970,1911000,2100000,133770,5733000,Residential Mortgages,Home,BSABUF19
718,500054559274,1049835107659940,2856000,3400000,885360,8568000,Residential Mortgages,Business,BSABUF02
719,500058316781,1043222437660980,1615000,1700000,694450,6460000,Fixed Deposit,Home,BSABUF18
720,500052730320,1048640936772560,1886000,2300000,282900,7544000,Equipment and machinery,Education,BSABUF02
721,500054429131,1098487462493600,1743000,2100000,923790,6972000,Fixed Deposit,Education,BSABUF10
722,500054678143,1031731739875450,2838000,3300000,1873080,14190000,Residential Mortgages,Business,BSABUF08
723,500051499700,1094194543935530,3649000,4100000,2846220,14596000,Fixed Deposit,Business,BSABUF04
724,500059007227,1030194799634060,2870000,3500000,1435000,14350000,Vehicles,Home,BSABUF15
725,500052566879,1081247167811550,291000,300000,235710,1455000,Residential Mortgages,Business,BSABUF14
726,500057365122,1068013812699540,2407000,2900000,1805250,9628000,Equipment and machinery,Education,BSABUF04
727,500057173475,1062157110562520,1958000,2200000,567820,9790000,Fixed Deposit,Education,BSABUF22
728,500057507065,1060196953427920,1577000,1900000,615030,7885000,Residential Mortgages,Education,BSABUF12
729,500051230903,1044946462750010,1328000,1600000,889760,3984000,Fixed Deposit,Home,BSABUF21
730,500054921264,1022655252116210,3430000,3500000,1783600,17150000,Residential Mortgages,Business,BSABUF10
731,500058688246,1087857767536570,4263000,4900000,2387280,12789000,Fixed Deposit,Education,BSABUF19
732,500059612559,1020752225934480,91000,100000,77350,273000,Equipment and machinery,Agriculture,BSABUF20
733,500054948665,1041258561253970,2465000,2900000,2021299,9860000,Equipment and machinery,Home,BSABUF02
734,500058307174,1060231352214690,365000,500000,36500,1825000,Vehicles,Agriculture,BSABUF05
735,500055338676,1083531092004080,1164000,1200000,582000,5820000,Equipment and machinery,Agriculture,BSABUF23
736,500056020466,1018796656094490,1615000,1900000,694450,6460000,Residential Mortgages,Home,BSABUF25
737,500051383953,1067403343934730,1406000,1900000,337440,7030000,Vehicles,Education,BSABUF07
738,500059423894,1059270479042120,3800000,3800000,76000,19000000,Fixed Deposit,Education,BSABUF01
739,500051309748,1075224959016110,630000,700000,239400,1890000,Fixed Deposit,Business,BSABUF05
740,500057700423,1057421913407590,80000,100000,800,240000,Fixed Deposit,Education,BSABUF08
741,500057227205,1031735266059400,1568000,1600000,0,6272000,Fixed Deposit,Agriculture,BSABUF17
742,500057146595,1070565751076480,1932000,2300000,656880,7728000,Fixed Deposit,Education,BSABUF17
743,500055187753,1091552241980670,1995000,2100000,1695750,7980000,Vehicles,Agriculture,BSABUF01
744,500053592942,1074403907626790,170000,200000,34000,510000,Fixed Deposit,Agriculture,BSABUF06
745,500056016848,1085758922531780,3772000,4100000,2979880,15088000,Fixed Deposit,Education,BSABUF05
746,500056661237,1095759137085890,3870000,4300000,2476800,19350000,Equipment and machinery,Education,BSABUF05
747,500051826894,1098648193453130,4000000,4000000,1960000,12000000,Equipment and machinery,Business,BSABUF17
748,500057824517,1051471668072260,1615000,1700000,1017450,4845000,Equipment and machinery,Agriculture,BSABUF25
749,500052630024,1099573743766490,2871000,3300000,2153250,11484000,Fixed Deposit,Education,BSABUF16
750,500054329039,1089134451149650,1767000,1900000,1095540,8835000,Fixed Deposit,Home,BSABUF14
751,500053026484,1061186466276050,780000,1000000,335400,2340000,Vehicles,Education,BSABUF21
752,500052294266,1015949449549610,2376000,3300000,1473120,9504000,Vehicles,Home,BSABUF04
753,500053997822,1048260993616740,2992000,3400000,1884960,14960000,Residential Mortgages,Business,BSABUF20
754,500058696054,1086284914367200,3116000,3800000,2056560,12464000,Fixed Deposit,Home,BSABUF02
755,500059105216,1050434283369150,3478000,4700000,3234540,13912000,Residential Mortgages,Education,BSABUF16
756,500052886896,1081743612954780,4459000,4900000,2898350,22295000,Residential Mortgages,Business,BSABUF21
757,500054399011,1038770950558210,3960000,4400000,79200,19800000,Equipment and machinery,Business,BSABUF14
758,500058483305,1045365520222270,3420000,3600000,3249000,10260000,Residential Mortgages,Home,BSABUF20
759,500058738433,1017343237309070,3724000,4900000,2457840,18620000,Equipment and machinery,Business,BSABUF20
760,500054387552,1033200904996210,82000,100000,59040,410000,Fixed Deposit,Business,BSABUF02
761,500057147706,1049255134750230,3589000,3700000,2189290,10767000,Equipment and machinery,Home,BSABUF18
762,500053566317,1016759256813330,1288000,1400000,244720,5152000,Equipment and machinery,Business,BSABUF20
763,500056264561,1066599068700970,2695000,3500000,107800,10780000,Equipment and machinery,Agriculture,BSABUF11
764,500054423733,1058182481024450,178000,200000,56960,712000,Fixed Deposit,Business,BSABUF06
765,500057336993,1062025609344850,2976000,3200000,2261760,14880000,Residential Mortgages,Agriculture,BSABUF20
766,500051252028,1012322268073400,1840000,2300000,386400,9200000,Equipment and machinery,Agriculture,BSABUF13
767,500056638509,1077701252394550,1445000,1700000,1401650,7225000,Fixed Deposit,Business,BSABUF02
768,500058135820,1078606905174320,154000,200000,75460,616000,Fixed Deposit,Home,BSABUF12
769,500053340849,1068115665120110,1360000,1700000,992800,6800000,Fixed Deposit,Home,BSABUF08
770,500052274226,1098999253489630,1817000,2300000,254380,9085000,Vehicles,Home,BSABUF19
771,500053622050,1024962176892930,82000,100000,6560,328000,Vehicles,Agriculture,BSABUF16
772,500051377906,1043126890158540,1314000,1800000,1051200,5256000,Vehicles,Agriculture,BSABUF03
773,500055202420,1041090582330980,2945000,3100000,1413600,8835000,Equipment and machinery,Business,BSABUF12
774,500056051674,1033756560452410,1764000,2100000,758520,7056000,Vehicles,Education,BSABUF09
775,500054318544,1077289815990990,2926000,3800000,1989680,8778000,Vehicles,Home,BSABUF19
776,500057980887,1098094286586430,504000,600000,211680,2520000,Fixed Deposit,Education,BSABUF07
777,500058452693,1052707612378740,3431000,4700000,2676180,17155000,Fixed Deposit,Home,BSABUF17
778,500051634827,1097576355410380,1312000,1600000,485440,3936000,Residential Mortgages,Agriculture,BSABUF06
779,500054041127,1013201080944420,420000,500000,172200,1680000,Fixed Deposit,Home,BSABUF04
780,500058148858,1097144220533410,462000,600000,401940,1848000,Equipment and machinery,Agriculture,BSABUF09
781,500057168327,1037437803357560,880000,1000000,369600,3520000,Equipment and machinery,Agriculture,BSABUF23
782,500054697387,1072897542260510,2772000,2800000,748440,11088000,Equipment and machinery,Agriculture,BSABUF13
783,500059744186,1045264144825420,3040000,4000000,1155200,15200000,Residential Mortgages,Home,BSABUF05
784,500059649553,1086405071219390,2450000,2500000,1421000,9800000,Fixed Deposit,Home,BSABUF10
785,500057912716,1034726856818390,2336000,3200000,490560,11680000,Vehicles,Agriculture,BSABUF04
786,500051842484,1032359647730070,4018000,4100000,2089360,12054000,Residential Mortgages,Education,BSABUF09
787,500054335407,1027133144986470,1782000,2200000,1728540,8910000,Equipment and machinery,Business,BSABUF21
788,500052475766,1032850476317160,588000,700000,511560,2940000,Residential Mortgages,Education,BSABUF22
789,500053024756,1020590217302920,1275000,1500000,854250,3825000,Fixed Deposit,Home,BSABUF02
790,500054367341,1047887184176670,4257000,4300000,4086720,12771000,Residential Mortgages,Business,BSABUF13
791,500058336107,1085180436453400,352000,400000,264000,1760000,Equipment and machinery,Business,BSABUF12
792,500054187341,1076560713217240,3069000,3300000,2823480,9207000,Residential Mortgages,Business,BSABUF16
793,500058474892,1057189948321020,75000,100000,15000,375000,Residential Mortgages,Business,BSABUF23
794,500055704262,1066681181455730,3182000,4300000,1654640,12728000,Fixed Deposit,Agriculture,BSABUF16
795,500058623281,1065499825807460,1106000,1400000,188020,4424000,Residential Mortgages,Education,BSABUF09
796,500058507181,1046440370796660,1729000,1900000,950950,8645000,Residential Mortgages,Education,BSABUF20
797,500055048229,1042123418483860,2464000,3200000,985600,7392000,Fixed Deposit,Business,BSABUF18
798,500054985932,1050390829554010,3060000,3400000,2019600,12240000,Vehicles,Business,BSABUF10
799,500059041123,1065819233878810,3696000,4800000,2365440,11088000,Residential Mortgages,Education,BSABUF03
800,500059233667,1086705402945850,3007000,3100000,1022380,9021000,Equipment and machinery,Agriculture,BSABUF16
801,500052899383,1024507860496400,720000,800000,669600,2160000,Vehicles,Education,BSABUF19
802,500055758851,1081253084648730,1232000,1400000,197120,6160000,Residential Mortgages,Education,BSABUF19
803,500054378410,1044583629130290,1152000,1200000,564480,3456000,Vehicles,Agriculture,BSABUF04
804,500053538422,1039829975126870,1330000,1400000,39900,6650000,Equipment and machinery,Business,BSABUF07
805,500055252981,1060454722805760,658000,700000,164500,1974000,Residential Mortgages,Business,BSABUF19
806,500054926411,1096235315475260,2774000,3800000,2746260,11096000,Vehicles,Education,BSABUF01
807,500051254515,1091326140455630,1288000,1400000,283360,6440000,Residential Mortgages,Business,BSABUF09
808,500059760779,1079752628620900,2720000,3400000,1523200,8160000,Fixed Deposit,Business,BSABUF03
809,500059801967,1073964337356990,3906000,4200000,1679580,19530000,Equipment and machinery,Home,BSABUF22
810,500053308294,1064566555828390,3315000,3900000,994500,16575000,Residential Mortgages,Business,BSABUF24
811,500054541779,1054574905489800,1804000,2200000,1046319,5412000,Equipment and machinery,Home,BSABUF24
812,500052649586,1053146111322120,2132000,2600000,767520,6396000,Equipment and machinery,Agriculture,BSABUF24
813,500059602863,1071784350226310,2387000,3100000,1217370,11935000,Residential Mortgages,Business,BSABUF15
814,500052451268,1068851988775830,2590000,3500000,1269100,7770000,Equipment and machinery,Home,BSABUF22
815,500059892999,1020832192069320,3116000,4100000,2025400,15580000,Equipment and machinery,Business,BSABUF05
816,500059556621,1016684789431480,738000,900000,258299,2952000,Residential Mortgages,Business,BSABUF24
817,500055379952,1012586517728130,996000,1200000,149400,2988000,Equipment and machinery,Business,BSABUF14
818,500056874689,1067356513756350,2730000,3000000,2484300,10920000,Fixed Deposit,Business,BSABUF03
819,500051660684,1056553795041750,348000,400000,146160,1740000,Fixed Deposit,Business,BSABUF18
820,500059632427,1017498195506120,3990000,4200000,279300,15960000,Residential Mortgages,Home,BSABUF11
821,500051774786,1071876388084150,3827000,4300000,1339450,11481000,Residential Mortgages,Agriculture,BSABUF18
822,500059417845,1026606119892040,2808000,3900000,1740960,11232000,Residential Mortgages,Education,BSABUF19
823,500054174186,1053488364587720,873000,900000,279360,3492000,Fixed Deposit,Education,BSABUF11
824,500052608030,1095882345275250,4653000,4700000,837540,18612000,Residential Mortgages,Education,BSABUF10
825,500054928924,1020210470257740,2997000,3700000,149850,14985000,Equipment and machinery,Home,BSABUF11
826,500052507513,1086961508814310,2923000,3700000,2893770,8769000,Fixed Deposit,Agriculture,BSABUF03
827,500058741970,1040405685012350,1743000,2100000,435750,8715000,Vehicles,Agriculture,BSABUF18
828,500052407763,1069794927018300,1200000,1600000,480000,6000000,Residential Mortgages,Education,BSABUF11
829,500055129372,1066957001937140,1080000,1200000,399600,4320000,Vehicles,Home,BSABUF18
830,500056798850,1041063336478320,3948000,4700000,3829560,15792000,Equipment and machinery,Home,BSABUF01
831,500056901962,1079187796904160,3720000,4000000,334800,11160000,Residential Mortgages,Agriculture,BSABUF20
832,500059548230,1080035973638090,2565000,2700000,923400,10260000,Fixed Deposit,Agriculture,BSABUF22
833,500054426190,1070969251431340,2296000,2800000,1722000,9184000,Vehicles,Education,BSABUF16
834,500058680362,1044614847627790,1598000,1700000,559300,7990000,Residential Mortgages,Education,BSABUF12
835,500056669154,1077943908704080,3608000,4100000,3535840,14432000,Fixed Deposit,Business,BSABUF04
836,500059678308,1028425934228400,2300000,2500000,1403000,6900000,Equipment and machinery,Education,BSABUF22
837,500052269521,1082125652190940,3626000,4900000,1849260,10878000,Fixed Deposit,Agriculture,BSABUF20
838,500051395724,1067092066058880,2028000,2600000,1886040,10140000,Fixed Deposit,Agriculture,BSABUF02
839,500051457371,1089779376237640,3393000,3900000,1187550,13572000,Vehicles,Education,BSABUF14
840,500059295493,1054632403019450,2037000,2100000,427770,10185000,Equipment and machinery,Education,BSABUF10
841,500058306048,1082863064626530,1800000,1800000,540000,9000000,Fixed Deposit,Education,BSABUF21
842,500052405774,1069910475672280,2044000,2800000,1451240,6132000,Fixed Deposit,Business,BSABUF08
843,500051918061,1043719022427840,2475000,3300000,396000,9900000,Fixed Deposit,Agriculture,BSABUF12
844,500056859370,1056646256491650,1880000,2000000,1259600,5640000,Vehicles,Home,BSABUF16
845,500059073197,1028887378601010,336000,400000,134400,1680000,Vehicles,Business,BSABUF02
846,500053230906,1037751637430640,3920000,4000000,1685600,15680000,Vehicles,Education,BSABUF14
847,500056960362,1053517066792240,3104000,3200000,93120,12416000,Fixed Deposit,Home,BSABUF25
848,500052516191,1016228730158250,2016000,2100000,1915200,6048000,Residential Mortgages,Agriculture,BSABUF05
849,500059808755,1078531056009990,1760000,2200000,580800,5280000,Residential Mortgages,Home,BSABUF22
850,500057071648,1035060631047280,3267000,3300000,32670,16335000,Fixed Deposit,Home,BSABUF07
851,500058518974,1054148516693490,2871000,2900000,1550340,14355000,Residential Mortgages,Education,BSABUF12
852,500051550797,1082839696903570,1064000,1400000,670320,5320000,Equipment and machinery,Education,BSABUF23
853,500054420417,1057640831514430,4268000,4400000,2091320,17072000,Equipment and machinery,Agriculture,BSABUF10
854,500051800247,1058119510072040,1920000,2400000,1459200,7680000,Fixed Deposit,Education,BSABUF15
